==========================================
==========       config      =============
==========================================
method:DANNE
pl:spa
gpu_id:7
s:0
t:1
output:san
seed:0
batch_size:128
worker:4
bottleneck_dim:64
max_epoch:30
momentum:0.3
K:5
smooth:0.1
tar_par:0.2
validate:False
net:mlp
dset:bailA
lr:0.01
ifcorrect:True
ifsvd:True
svd_par:1.0
laplac:laplac1
ap:gauss
weight_decay:1e-05
hidden:64
dropout:0.5
source_csv:./dataset/bailA/bailA_2.csv
target_csv:./dataset/bailA/bailA_1.csv
log_interval:10
eval_epoch:3.0
class_num:2
data_root:
s_dset_path:./dataset/bailA
t_dset_path:./dataset/bailA
test_dset_path:./dataset/bailA
output_dir:san/spa_0.2/bailA/BB
name:BB
log:DANNE
out_file:<_io.TextIOWrapper name='san/spa_0.2/bailA/BB/DANNE.txt' mode='w' encoding='UTF-8'>

==========================================

Iter 1760/2640: total=1.20189, trans=0.65975, cls=0.51041, pl=0.02355, svd=0.00818, target_acc=86.01%, entropy=0.4428
Iter 1770/2640: total=1.15108, trans=0.66535, cls=0.43769, pl=0.02736, svd=0.02068, target_acc=85.97%, entropy=0.4463
Iter 1780/2640: total=1.17717, trans=0.67145, cls=0.46965, pl=0.02272, svd=0.01336, target_acc=86.15%, entropy=0.4427
Iter 1790/2640: total=1.12511, trans=0.66513, cls=0.41782, pl=0.02489, svd=0.01727, target_acc=86.15%, entropy=0.4413
Iter 1800/2640: total=1.24551, trans=0.68631, cls=0.51973, pl=0.02219, svd=0.01728, target_acc=86.12%, entropy=0.4409
Iter 1810/2640: total=1.14995, trans=0.66994, cls=0.42809, pl=0.03051, svd=0.02141, target_acc=86.10%, entropy=0.4416
Iter 1820/2640: total=1.18209, trans=0.66828, cls=0.47514, pl=0.02576, svd=0.01291, target_acc=86.35%, entropy=0.4355
Iter 1830/2640: total=1.24660, trans=0.68515, cls=0.52296, pl=0.02975, svd=0.00874, target_acc=86.35%, entropy=0.4359
Iter 1840/2640: total=1.20175, trans=0.66709, cls=0.49806, pl=0.02209, svd=0.01451, target_acc=86.26%, entropy=0.4377
Iter 1850/2640: total=1.20672, trans=0.67489, cls=0.49499, pl=0.02421, svd=0.01263, target_acc=86.24%, entropy=0.4380
Iter 1860/2640: total=1.13976, trans=0.66256, cls=0.42671, pl=0.02671, svd=0.02378, target_acc=86.49%, entropy=0.4335
Iter 1870/2640: total=1.20895, trans=0.65648, cls=0.51560, pl=0.02868, svd=0.00819, target_acc=86.48%, entropy=0.4352
Iter 1880/2640: total=1.24638, trans=0.66248, cls=0.54843, pl=0.02619, svd=0.00929, target_acc=86.41%, entropy=0.4364
Iter 1890/2640: total=1.19188, trans=0.66236, cls=0.49158, pl=0.02383, svd=0.01410, target_acc=86.35%, entropy=0.4377
Iter 1900/2640: total=1.29969, trans=0.67562, cls=0.58615, pl=0.02229, svd=0.01563, target_acc=86.42%, entropy=0.4364
Iter 1910/2640: total=1.16768, trans=0.66799, cls=0.46171, pl=0.02372, svd=0.01426, target_acc=86.42%, entropy=0.4339
Iter 1920/2640: total=1.18839, trans=0.65955, cls=0.48765, pl=0.02436, svd=0.01683, target_acc=86.50%, entropy=0.4311
Iter 1930/2640: total=1.21457, trans=0.68162, cls=0.49935, pl=0.02644, svd=0.00716, target_acc=86.67%, entropy=0.4275
Iter 1940/2640: total=1.13836, trans=0.66047, cls=0.44065, pl=0.02790, svd=0.00934, target_acc=86.40%, entropy=0.4310
Iter 1950/2640: total=1.35847, trans=0.67602, cls=0.63848, pl=0.02470, svd=0.01927, target_acc=86.23%, entropy=0.4322
Iter 1960/2640: total=1.14921, trans=0.66563, cls=0.43981, pl=0.02914, svd=0.01464, target_acc=86.31%, entropy=0.4347
Iter 1970/2640: total=1.23869, trans=0.68030, cls=0.52278, pl=0.02649, svd=0.00912, target_acc=86.53%, entropy=0.4303
Iter 1980/2640: total=1.28692, trans=0.66859, cls=0.57902, pl=0.02548, svd=0.01382, target_acc=86.57%, entropy=0.4297
Iter 1990/2640: total=1.18777, trans=0.67514, cls=0.47197, pl=0.02903, svd=0.01163, target_acc=86.63%, entropy=0.4276
Iter 2000/2640: total=1.23636, trans=0.66481, cls=0.52362, pl=0.02664, svd=0.02129, target_acc=86.57%, entropy=0.4281
Iter 2010/2640: total=1.23872, trans=0.66677, cls=0.52966, pl=0.02840, svd=0.01388, target_acc=86.37%, entropy=0.4301
Iter 2020/2640: total=1.23034, trans=0.65410, cls=0.54248, pl=0.02513, svd=0.00863, target_acc=86.42%, entropy=0.4296
Iter 2030/2640: total=1.17605, trans=0.66100, cls=0.48019, pl=0.02612, svd=0.00874, target_acc=86.52%, entropy=0.4308
Iter 2040/2640: total=1.15616, trans=0.66323, cls=0.44921, pl=0.03016, svd=0.01357, target_acc=86.52%, entropy=0.4281
Iter 2050/2640: total=1.26893, trans=0.67979, cls=0.54962, pl=0.02927, svd=0.01024, target_acc=86.71%, entropy=0.4236
Iter 2060/2640: total=1.26100, trans=0.67527, cls=0.55219, pl=0.02603, svd=0.00751, target_acc=86.52%, entropy=0.4252
Iter 2070/2640: total=1.21790, trans=0.65167, cls=0.53058, pl=0.02591, svd=0.00973, target_acc=86.56%, entropy=0.4268
Iter 2080/2640: total=1.24188, trans=0.66493, cls=0.53092, pl=0.02783, svd=0.01819, target_acc=86.50%, entropy=0.4275
Iter 2090/2640: total=1.41191, trans=0.67815, cls=0.68596, pl=0.02727, svd=0.02054, target_acc=86.56%, entropy=0.4252
Iter 2100/2640: total=1.22752, trans=0.68163, cls=0.50058, pl=0.03445, svd=0.01086, target_acc=86.72%, entropy=0.4231
Iter 2110/2640: total=1.18370, trans=0.67430, cls=0.46548, pl=0.03384, svd=0.01008, target_acc=86.61%, entropy=0.4262
Iter 2120/2640: total=1.05646, trans=0.68486, cls=0.32380, pl=0.03007, svd=0.01772, target_acc=86.66%, entropy=0.4203
Iter 2130/2640: total=1.15583, trans=0.66713, cls=0.45031, pl=0.03101, svd=0.00737, target_acc=86.79%, entropy=0.4179
Iter 2140/2640: total=1.21362, trans=0.67004, cls=0.49327, pl=0.03293, svd=0.01737, target_acc=86.69%, entropy=0.4207
Iter 2150/2640: total=1.21696, trans=0.69008, cls=0.48293, pl=0.02852, svd=0.01544, target_acc=86.59%, entropy=0.4249
Iter 2160/2640: total=1.14727, trans=0.67990, cls=0.42627, pl=0.02703, svd=0.01407, target_acc=86.42%, entropy=0.4265
Iter 2170/2640: total=1.22649, trans=0.67820, cls=0.50644, pl=0.03265, svd=0.00920, target_acc=86.59%, entropy=0.4224
Iter 2180/2640: total=1.19685, trans=0.67373, cls=0.47683, pl=0.02657, svd=0.01972, target_acc=86.75%, entropy=0.4185
Iter 2190/2640: total=1.18196, trans=0.66793, cls=0.47781, pl=0.02788, svd=0.00834, target_acc=86.59%, entropy=0.4206
Iter 2200/2640: total=1.17923, trans=0.67535, cls=0.46442, pl=0.03204, svd=0.00742, target_acc=86.37%, entropy=0.4225
Iter 2210/2640: total=1.17476, trans=0.67094, cls=0.46074, pl=0.03014, svd=0.01295, target_acc=86.42%, entropy=0.4193
Iter 2220/2640: total=1.27356, trans=0.67225, cls=0.55532, pl=0.02939, svd=0.01660, target_acc=86.66%, entropy=0.4129
Iter 2230/2640: total=1.19044, trans=0.67003, cls=0.48876, pl=0.02735, svd=0.00430, target_acc=86.67%, entropy=0.4119
Iter 2240/2640: total=1.24010, trans=0.67831, cls=0.51983, pl=0.03073, svd=0.01123, target_acc=86.86%, entropy=0.4100
Iter 2250/2640: total=1.27060, trans=0.66834, cls=0.55469, pl=0.03262, svd=0.01494, target_acc=86.63%, entropy=0.4168
Iter 2260/2640: total=1.17413, trans=0.67051, cls=0.46550, pl=0.02582, svd=0.01229, target_acc=86.56%, entropy=0.4191
Iter 2270/2640: total=1.16149, trans=0.67645, cls=0.44732, pl=0.02792, svd=0.00981, target_acc=86.50%, entropy=0.4217
Iter 2280/2640: total=1.13944, trans=0.66559, cls=0.42551, pl=0.03467, svd=0.01367, target_acc=86.54%, entropy=0.4215
Iter 2290/2640: total=1.21729, trans=0.66793, cls=0.50110, pl=0.02824, svd=0.02003, target_acc=86.57%, entropy=0.4215
Iter 2300/2640: total=1.22676, trans=0.68076, cls=0.50116, pl=0.02956, svd=0.01527, target_acc=86.65%, entropy=0.4190
Iter 2310/2640: total=1.24846, trans=0.68424, cls=0.52113, pl=0.03560, svd=0.00748, target_acc=86.71%, entropy=0.4178
Iter 2320/2640: total=1.14741, trans=0.68147, cls=0.42168, pl=0.03198, svd=0.01227, target_acc=86.58%, entropy=0.4192
Iter 2330/2640: total=1.13015, trans=0.67530, cls=0.41271, pl=0.02972, svd=0.01243, target_acc=86.39%, entropy=0.4226
Iter 2340/2640: total=1.25771, trans=0.67793, cls=0.52870, pl=0.03021, svd=0.02086, target_acc=86.31%, entropy=0.4211
Iter 2350/2640: total=1.15680, trans=0.67247, cls=0.44375, pl=0.03017, svd=0.01040, target_acc=86.53%, entropy=0.4171
Iter 2360/2640: total=1.36986, trans=0.68126, cls=0.63928, pl=0.02715, svd=0.02217, target_acc=86.75%, entropy=0.4123
Iter 2370/2640: total=1.36194, trans=0.67690, cls=0.63121, pl=0.03194, svd=0.02188, target_acc=86.71%, entropy=0.4141
Iter 2380/2640: total=1.29040, trans=0.67943, cls=0.56139, pl=0.03279, svd=0.01678, target_acc=86.66%, entropy=0.4136
Iter 2390/2640: total=1.21180, trans=0.66538, cls=0.50684, pl=0.03022, svd=0.00936, target_acc=86.58%, entropy=0.4137
Iter 2400/2640: total=1.20988, trans=0.68961, cls=0.47031, pl=0.02802, svd=0.02193, target_acc=86.86%, entropy=0.4112
Iter 2410/2640: total=1.18169, trans=0.67297, cls=0.45362, pl=0.03607, svd=0.01902, target_acc=86.88%, entropy=0.4084
Iter 2420/2640: total=1.23204, trans=0.67551, cls=0.51012, pl=0.02287, svd=0.02354, target_acc=86.93%, entropy=0.4086
Iter 2430/2640: total=1.20499, trans=0.67797, cls=0.48728, pl=0.03149, svd=0.00825, target_acc=86.83%, entropy=0.4085
Iter 2440/2640: total=1.21064, trans=0.68131, cls=0.48106, pl=0.02959, svd=0.01868, target_acc=86.95%, entropy=0.4057
Iter 2450/2640: total=1.27888, trans=0.67264, cls=0.54954, pl=0.03384, svd=0.02285, target_acc=86.99%, entropy=0.4013
Iter 2460/2640: total=1.19551, trans=0.67983, cls=0.47222, pl=0.02812, svd=0.01535, target_acc=86.89%, entropy=0.4056
Iter 2470/2640: total=1.21874, trans=0.66948, cls=0.51106, pl=0.03030, svd=0.00790, target_acc=86.76%, entropy=0.4073
Iter 2480/2640: total=1.17222, trans=0.67067, cls=0.46977, pl=0.02802, svd=0.00375, target_acc=86.80%, entropy=0.4043
Iter 2490/2640: total=1.18296, trans=0.68227, cls=0.46162, pl=0.03153, svd=0.00755, target_acc=86.97%, entropy=0.4019
Iter 2500/2640: total=1.26143, trans=0.67243, cls=0.55237, pl=0.02868, svd=0.00795, target_acc=86.88%, entropy=0.4026
Iter 2510/2640: total=1.23328, trans=0.67644, cls=0.50987, pl=0.03236, svd=0.01461, target_acc=86.71%, entropy=0.4091
Iter 2520/2640: total=1.22365, trans=0.67159, cls=0.50697, pl=0.03355, svd=0.01153, target_acc=86.44%, entropy=0.4148
Iter 2530/2640: total=1.19186, trans=0.68364, cls=0.46578, pl=0.03588, svd=0.00656, target_acc=86.75%, entropy=0.4081
Iter 2540/2640: total=1.15578, trans=0.67796, cls=0.42948, pl=0.03526, svd=0.01308, target_acc=86.93%, entropy=0.4025
Iter 2550/2640: total=1.20884, trans=0.67469, cls=0.47507, pl=0.02651, svd=0.03257, target_acc=86.93%, entropy=0.4008
Iter 2560/2640: total=1.17917, trans=0.67391, cls=0.46657, pl=0.03171, svd=0.00697, target_acc=86.89%, entropy=0.4022
Iter 2570/2640: total=1.14986, trans=0.67931, cls=0.42512, pl=0.03185, svd=0.01357, target_acc=86.86%, entropy=0.4027
Iter 2580/2640: total=1.27263, trans=0.65802, cls=0.56894, pl=0.03729, svd=0.00839, target_acc=86.92%, entropy=0.4028
Iter 2590/2640: total=1.08750, trans=0.66751, cls=0.37209, pl=0.03201, svd=0.01588, target_acc=86.92%, entropy=0.4025
Iter 2600/2640: total=1.17017, trans=0.66739, cls=0.46254, pl=0.03026, svd=0.00998, target_acc=86.87%, entropy=0.4002
Iter 2610/2640: total=1.22494, trans=0.68168, cls=0.50061, pl=0.03524, svd=0.00741, target_acc=86.78%, entropy=0.4034
Iter 2620/2640: total=1.21004, trans=0.67711, cls=0.49005, pl=0.03456, svd=0.00832, target_acc=86.79%, entropy=0.4027
Iter 2630/2640: total=1.15508, trans=0.67683, cls=0.43420, pl=0.02974, svd=0.01430, target_acc=86.76%, entropy=0.4015
Iter 2640/2640: total=1.20366, trans=0.68391, cls=0.46935, pl=0.03615, svd=0.01424, target_acc=86.88%, entropy=0.3983
Best target accuracy: 86.99% (best entropy: 0.3983)
