==========================================
==========       config      =============
==========================================
method:DANNE
pl:spa
gpu_id:7
s:0
t:1
output:san
seed:0
batch_size:128
worker:4
bottleneck_dim:64
max_epoch:30
momentum:0.3
K:5
smooth:0.1
tar_par:0.2
validate:False
net:mlp
dset:bailA
lr:0.01
ifcorrect:True
ifsvd:True
svd_par:1.0
laplac:laplac1
ap:gauss
weight_decay:1e-05
hidden:64
dropout:0.5
source_csv:./dataset/bailA/bailA_2.csv
target_csv:./dataset/bailA/bailA_1.csv
log_interval:10
eval_epoch:3.0
class_num:2
data_root:
s_dset_path:./dataset/bailA
t_dset_path:./dataset/bailA
test_dset_path:./dataset/bailA
output_dir:san/spa_0.2/bailA/BB
name:BB
log:DANNE
out_file:<_io.TextIOWrapper name='san/spa_0.2/bailA/BB/DANNE.txt' mode='w' encoding='UTF-8'>

==========================================

Iter 1320/2640: total=1.18785, trans=0.65471, cls=0.49884, pl=0.02472, svd=0.00959, target_acc=84.53%, entropy=0.4813
Iter 1330/2640: total=1.15671, trans=0.66136, cls=0.45760, pl=0.02135, svd=0.01640, target_acc=84.60%, entropy=0.4773
Iter 1340/2640: total=1.22272, trans=0.65424, cls=0.54224, pl=0.01944, svd=0.00680, target_acc=84.65%, entropy=0.4732
Iter 1350/2640: total=1.27193, trans=0.66546, cls=0.57053, pl=0.02229, svd=0.01364, target_acc=84.82%, entropy=0.4686
Iter 1360/2640: total=1.25014, trans=0.65807, cls=0.56257, pl=0.01910, svd=0.01040, target_acc=84.77%, entropy=0.4702
Iter 1370/2640: total=1.21897, trans=0.66360, cls=0.52707, pl=0.02374, svd=0.00456, target_acc=84.83%, entropy=0.4721
Iter 1380/2640: total=1.27003, trans=0.67750, cls=0.55076, pl=0.02168, svd=0.02009, target_acc=84.83%, entropy=0.4744
Iter 1390/2640: total=1.18990, trans=0.67515, cls=0.47569, pl=0.02572, svd=0.01335, target_acc=84.94%, entropy=0.4716
Iter 1400/2640: total=1.19112, trans=0.65110, cls=0.50010, pl=0.02246, svd=0.01746, target_acc=84.92%, entropy=0.4741
Iter 1410/2640: total=1.22299, trans=0.65417, cls=0.52603, pl=0.02320, svd=0.01960, target_acc=85.16%, entropy=0.4675
Iter 1420/2640: total=1.23534, trans=0.67504, cls=0.52398, pl=0.02065, svd=0.01567, target_acc=85.08%, entropy=0.4637
Iter 1430/2640: total=1.19345, trans=0.65618, cls=0.50394, pl=0.02390, svd=0.00943, target_acc=85.07%, entropy=0.4611
